$0;1704998670981174217;1.15-SNAPSHOT;KIEKER;39606aec9fd7;1;false;0;NANOSECONDS;0
$1;1704998687674598013;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505634;1704998687674269439;1704998687674574999;39606aec9fd7;21;4
$1;1704998687674660883;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505634;1704998687674256154;1704998687674650413;39606aec9fd7;20;3
$1;1704998687674748419;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505634;1704998687674245243;1704998687674712120;39606aec9fd7;19;2
$1;1704998687811145566;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505638;1704998687810606863;1704998687811117593;39606aec9fd7;31;4
$1;1704998687811236147;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505638;1704998687810589730;1704998687811217432;39606aec9fd7;30;3
$1;1704998687811355555;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505638;1704998687810571085;1704998687811342941;39606aec9fd7;29;2
$1;1704998687817706559;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505640;1704998687817273286;1704998687817678546;39606aec9fd7;27;4
$1;1704998687817861193;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505640;1704998687817248819;1704998687817843189;39606aec9fd7;26;3
$1;1704998687817932849;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505640;1704998687817225896;1704998687817925134;39606aec9fd7;25;2
$1;1704998687841940134;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505641;1704998687841502202;1704998687841915147;39606aec9fd7;31;4
$1;1704998687842016459;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505641;1704998687841482064;1704998687842005959;39606aec9fd7;30;3
$1;1704998687842081523;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505641;1704998687841455944;1704998687842076142;39606aec9fd7;29;2
$1;1704998688080355077;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505655;1704998688079901145;1704998688080328798;39606aec9fd7;21;4
$1;1704998688080453174;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505655;1704998688079882560;1704998688080436973;39606aec9fd7;20;3
$1;1704998688080516334;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505655;1704998688079863534;1704998688080509601;39606aec9fd7;19;2
$1;1704998688121174855;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505657;1704998688120668473;1704998688121147693;39606aec9fd7;21;4
$1;1704998688121258694;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505657;1704998688120651741;1704998688121245779;39606aec9fd7;20;3
$1;1704998688121327434;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505657;1704998688120633927;1704998688121320050;39606aec9fd7;19;2
$1;1704998688137140524;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505658;1704998688136564691;1704998688137108403;39606aec9fd7;31;4
$1;1704998688137218563;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505658;1704998688136541437;1704998688137201831;39606aec9fd7;30;3
$1;1704998688137293665;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505658;1704998688136519385;1704998688137287303;39606aec9fd7;29;2
$1;1704998688200308046;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505660;1704998688199843023;1704998688200282978;39606aec9fd7;27;4
$1;1704998688200391985;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505660;1704998688199822985;1704998688200379231;39606aec9fd7;26;3
$1;1704998688200539406;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505660;1704998688199803417;1704998688200525850;39606aec9fd7;25;2
$1;1704998688249715135;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505664;1704998688249041175;1704998688249674538;39606aec9fd7;27;4
$1;1704998688249821588;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505664;1704998688249020666;1704998688249804505;39606aec9fd7;26;3
$1;1704998688249903393;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505664;1704998688248999135;1704998688249893124;39606aec9fd7;25;2
$1;1704998688413358617;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505672;1704998688412917169;1704998688413332277;39606aec9fd7;31;4
$1;1704998688413437437;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505672;1704998688412899555;1704998688413425695;39606aec9fd7;30;3
$1;1704998688413495267;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505672;1704998688412880689;1704998688413489546;39606aec9fd7;29;2
$1;1704998688438795297;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505673;1704998688438327970;1704998688438761803;39606aec9fd7;21;4
$1;1704998688438891720;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505673;1704998688438300047;1704998688438875760;39606aec9fd7;20;3
$1;1704998688438964909;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505673;1704998688438233309;1704998688438956543;39606aec9fd7;19;2
$1;1704998688572351986;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505680;1704998688571910918;1704998688572318502;39606aec9fd7;27;4
$1;1704998688572432449;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505680;1704998688571889487;1704998688572424734;39606aec9fd7;26;3
$1;1704998688572530698;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505680;1704998688571870161;1704998688572521580;39606aec9fd7;25;2
$1;1704998688602613563;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505681;1704998688602179338;1704998688602586251;39606aec9fd7;31;4
$1;1704998688602690139;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505681;1704998688602161925;1704998688602677885;39606aec9fd7;30;3
$1;1704998688602752617;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505681;1704998688602141055;1704998688602746856;39606aec9fd7;29;2
$1;1704998688700582272;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505686;1704998688700128500;1704998688700555852;39606aec9fd7;21;4
$1;1704998688700673846;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505686;1704998688700112089;1704998688700660721;39606aec9fd7;20;3
$1;1704998688700733089;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505686;1704998688700091690;1704998688700726496;39606aec9fd7;19;2
$1;1704998688770727167;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505690;1704998688770261793;1704998688770696308;39606aec9fd7;31;4
$1;1704998688770819442;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505690;1704998688770244851;1704998688770806157;39606aec9fd7;30;3
$1;1704998688770881169;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505690;1704998688770228259;1704998688770873465;39606aec9fd7;29;2
$1;1704998688850950521;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505694;1704998688850289244;1704998688850922648;39606aec9fd7;27;4
$1;1704998688851025543;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505694;1704998688850097801;1704998688851014091;39606aec9fd7;26;3
$1;1704998688851084164;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505694;1704998688850064507;1704998688851079886;39606aec9fd7;25;2
$1;1704998688926580803;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505699;1704998688926057929;1704998688926551256;39606aec9fd7;21;4
$1;1704998688926629415;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505699;1704998688926040366;1704998688926621830;39606aec9fd7;20;3
$1;1704998688926685632;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505699;1704998688926022732;1704998688926681524;39606aec9fd7;19;2
$1;1704998689094077567;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505705;1704998689093571857;1704998689094053061;39606aec9fd7;27;4
$1;1704998689094222352;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505705;1704998689093553472;1704998689094206081;39606aec9fd7;26;3
$1;1704998689094282416;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505705;1704998689093537702;1704998689094276275;39606aec9fd7;25;2
$1;1704998689131131613;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505706;1704998689130666029;1704998689131107137;39606aec9fd7;21;4
$1;1704998689131208279;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505706;1704998689130645941;1704998689131197128;39606aec9fd7;20;3
$1;1704998689131265578;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505706;1704998689130626404;1704998689131261831;39606aec9fd7;19;2
$1;1704998689231208667;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505709;1704998689230732953;1704998689231180423;39606aec9fd7;31;4
$1;1704998689231274552;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505709;1704998689230712064;1704998689231264864;39606aec9fd7;30;3
$1;1704998689231332422;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505709;1704998689230690603;1704998689231327353;39606aec9fd7;29;2
$1;1704998689271603666;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505711;1704998689271008786;1704998689271555053;39606aec9fd7;27;4
$1;1704998689271790988;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505711;1704998689270991613;1704998689271762654;39606aec9fd7;26;3
$1;1704998689271936374;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505711;1704998689270974641;1704998689271871050;39606aec9fd7;25;2
$1;1704998689385344451;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505718;1704998689384881843;1704998689385316178;39606aec9fd7;31;4
$1;1704998689385439793;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505718;1704998689384865191;1704998689385431186;39606aec9fd7;30;3
$1;1704998689385498274;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505718;1704998689384849571;1704998689385492413;39606aec9fd7;29;2
$1;1704998689456153201;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505722;1704998689455752901;1704998689456122703;39606aec9fd7;31;4
$1;1704998689456204148;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505722;1704998689455734506;1704998689456196593;39606aec9fd7;30;3
$1;1704998689456330428;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505722;1704998689455715119;1704998689456317363;39606aec9fd7;29;2
$1;1704998689482103469;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505724;1704998689481683421;1704998689482070567;39606aec9fd7;21;4
$1;1704998689482207657;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505724;1704998689481664776;1704998689482189934;39606aec9fd7;20;3
$1;1704998689482365265;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505724;1704998689481644798;1704998689482346118;39606aec9fd7;19;2
$1;1704998689633246439;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505734;1704998689632766548;1704998689633214018;39606aec9fd7;27;4
$1;1704998689633337773;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505734;1704998689632687788;1704998689633323185;39606aec9fd7;26;3
$1;1704998689633401434;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505734;1704998689632670024;1704998689633394571;39606aec9fd7;25;2
$1;1704998689705015758;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505736;1704998689704465124;1704998689704961758;39606aec9fd7;21;4
$1;1704998689705067406;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505736;1704998689704448602;1704998689705056886;39606aec9fd7;20;3
$1;1704998689705114566;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505736;1704998689704431810;1704998689705110779;39606aec9fd7;19;2
$1;1704998689824878466;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505740;1704998689824421168;1704998689824849050;39606aec9fd7;21;4
$1;1704998689824934022;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505740;1704998689824398785;1704998689824927469;39606aec9fd7;20;3
$1;1704998689824985309;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505740;1704998689824376783;1704998689824981382;39606aec9fd7;19;2
$1;1704998689910608342;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505742;1704998689910091069;1704998689910575539;39606aec9fd7;27;4
$1;1704998689910701749;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505742;1704998689910072874;1704998689910688644;39606aec9fd7;26;3
$1;1704998689910758958;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505742;1704998689910055151;1704998689910754720;39606aec9fd7;25;2
$1;1704998689971677284;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505745;1704998689971162079;1704998689971642338;39606aec9fd7;27;4
$1;1704998689971758338;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505745;1704998689971139155;1704998689971751295;39606aec9fd7;26;3
$1;1704998689971817621;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505745;1704998689971088499;1704998689971812080;39606aec9fd7;25;2
$1;1704998690006682912;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505746;1704998690005835740;1704998690006513785;39606aec9fd7;31;4
$1;1704998690006841453;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505746;1704998690005816673;1704998690006802810;39606aec9fd7;30;3
$1;1704998690006931635;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505746;1704998690005799100;1704998690006925974;39606aec9fd7;29;2
$1;1704998690185524840;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505753;1704998690185085876;1704998690185494752;39606aec9fd7;31;4
$1;1704998690185621433;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505753;1704998690185068212;1704998690185613809;39606aec9fd7;30;3
$1;1704998690185670326;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505753;1704998690185050659;1704998690185665727;39606aec9fd7;29;2
$1;1704998690310977753;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505758;1704998690310435220;1704998690310933729;39606aec9fd7;31;4
$1;1704998690311076190;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505758;1704998690310418348;1704998690311042556;39606aec9fd7;30;3
$1;1704998690311141674;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505758;1704998690310401867;1704998690311134090;39606aec9fd7;29;2
$1;1704998690330196279;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505761;1704998690329747827;1704998690330166903;39606aec9fd7;21;4
$1;1704998690330336245;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505761;1704998690329731857;1704998690330328300;39606aec9fd7;20;3
$1;1704998690330392572;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505761;1704998690329715095;1704998690330388875;39606aec9fd7;19;2
$1;1704998690460467212;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505771;1704998690460037776;1704998690460444269;39606aec9fd7;27;4
$1;1704998690460658335;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505771;1704998690460020804;1704998690460651432;39606aec9fd7;26;3
$1;1704998690460709483;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505771;1704998690460005365;1704998690460705725;39606aec9fd7;25;2
$1;1704998690481030328;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505772;1704998690480565695;1704998690481007034;39606aec9fd7;21;4
$1;1704998690481096894;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505772;1704998690480550286;1704998690481090703;39606aec9fd7;20;3
$1;1704998690481150095;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505772;1704998690480534857;1704998690481146388;39606aec9fd7;19;2
$1;1704998690559757032;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505776;1704998690559231757;1704998690559722617;39606aec9fd7;21;4
$1;1704998690559835381;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505776;1704998690559210166;1704998690559828177;39606aec9fd7;20;3
$1;1704998690559890856;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505776;1704998690559183125;1704998690559886668;39606aec9fd7;19;2
$1;1704998690603003479;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505779;1704998690602539728;1704998690602975826;39606aec9fd7;27;4
$1;1704998690603086356;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505779;1704998690602521593;1704998690603079944;39606aec9fd7;26;3
$1;1704998690603137984;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505779;1704998690602505272;1704998690603133666;39606aec9fd7;25;2
$1;1704998690622331984;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505780;1704998690621868293;1704998690622304232;39606aec9fd7;31;4
$1;1704998690622412527;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505780;1704998690621854397;1704998690622405724;39606aec9fd7;30;3
$1;1704998690622465127;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505780;1704998690621839789;1704998690622460468;39606aec9fd7;29;2
$1;1704998690679611698;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505783;1704998690679146755;1704998690679584226;39606aec9fd7;27;4
$1;1704998690679701008;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505783;1704998690679130835;1704998690679690157;39606aec9fd7;26;3
$1;1704998690679756934;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505783;1704998690679115896;1704998690679753087;39606aec9fd7;25;2
$1;1704998690800804560;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505788;1704998690800318487;1704998690800774654;39606aec9fd7;31;4
$1;1704998690800901665;public java.util.List tools.descartes.teastore.recommender.algorithm.RecommenderSelector.recommendProducts(java.lang.Long, java.util.List);<no-session-id>;154670499702505788;1704998690800303148;1704998690800887298;39606aec9fd7;30;3
$1;1704998690801028576;public jakarta.ws.rs.core.Response tools.descartes.teastore.recommender.rest.RecommendEndpoint.recommend(java.util.List, java.lang.Long);<no-session-id>;154670499702505788;1704998690800288159;1704998690801015802;39606aec9fd7;29;2
$1;1704998690948759956;protected java.util.List tools.descartes.teastore.recommender.algorithm.impl.cf.SlopeOneRecommender.execute(java.lang.Long, java.util.List);<no-session-id>;154670499702505795;1704998690948289653;1704998690948730881;39606aec9fd7;21;4
